Model,Repeat,Fold,Log loss,Brier,Macro AUC,Accuracy
E + Non-quiz DK propensity,6,1,0.9611171010260214,0.5745549414009471,0.6594219099838559,0.525778810331697
E + Non-quiz DK propensity,6,2,0.9452452518119573,0.5621381406747505,0.6532433688341415,0.5754961116546649
E + Non-quiz DK propensity,6,3,0.9360513980547208,0.5541387218377054,0.6688711467364842,0.574569004876147
E + Non-quiz DK propensity,6,4,0.9909931832817918,0.5997798998186947,0.6355627243111086,0.5157517863836301
E + Non-quiz DK propensity,6,5,0.9862095623308029,0.5925960148276124,0.6337778095046008,0.5367719283896336
E + Non-quiz DK propensity,7,1,1.0147996663514325,0.6142067485813624,0.6028676025857356,0.5082941586883805
E + Non-quiz DK propensity,7,2,0.9555050004003647,0.5721241960755792,0.650850179681239,0.5504940992526999
E + Non-quiz DK propensity,7,3,0.959555030276092,0.570129579576081,0.6590833486539692,0.5373564206641324
E + Non-quiz DK propensity,7,4,0.9441005543247455,0.5618851889936466,0.6719189676873069,0.5535610210699929
E + Non-quiz DK propensity,7,5,0.9640110818931761,0.5735406100927283,0.6341637672732134,0.5627935368737543
E + Non-quiz DK propensity,8,1,0.9408592772689894,0.5619837630484086,0.6685962866947914,0.551798865183403
E + Non-quiz DK propensity,8,2,1.0037630218934204,0.6055313242485169,0.6201205893003952,0.5381733421563583
E + Non-quiz DK propensity,8,3,0.9921562228051023,0.5982472483936817,0.6248083216018759,0.512009166653845
E + Non-quiz DK propensity,8,4,0.9359792736536349,0.5595182489121173,0.6710189395427307,0.5629485379414633
E + Non-quiz DK propensity,8,5,0.9399461297070296,0.5555437391621257,0.6770131948498926,0.5738497380734983
E + Non-quiz DK propensity,9,1,0.9280179076131739,0.5490317789216551,0.6712836728529904,0.581162968573901
E + Non-quiz DK propensity,9,2,0.9974775090123712,0.5996913214293904,0.6324143590515939,0.5165709350571615
E + Non-quiz DK propensity,9,3,0.9506900745522766,0.5668296227516767,0.6541442180813514,0.5416267600029128
E + Non-quiz DK propensity,9,4,0.9794892674515423,0.585845798738131,0.6354379917273435,0.5601425559092761
E + Non-quiz DK propensity,9,5,0.9948783239589731,0.5966748708827793,0.6305963633954522,0.5229649602460258
E + Non-quiz DK propensity,10,1,0.9251826020913202,0.5487655521799589,0.6794296033891064,0.5637041626070476
E + Non-quiz DK propensity,10,2,0.9931533230249239,0.5972361383784484,0.6230595763421712,0.5278837680970032
E + Non-quiz DK propensity,10,3,1.0098494045820818,0.6113164374020685,0.6215949815399294,0.5061356397050875
E + Non-quiz DK propensity,10,4,0.9443959898831532,0.5621267788506521,0.6595802925441193,0.5606535734753801
E + Non-quiz DK propensity,10,5,0.9637609314171783,0.5757164079806538,0.649354979409461,0.5416079180789427
